AirContaminantId	KazHydrometAirPostId	Month	PollutantConcentrationMaximumOneTimePerMonth	PollutantConcentrationMaximumOneTimePerMonthDay	PollutantConcentrationMonthlyAverage	Year	PollutantConcentrationMaximumOneTimeMonth	PollutantConcentrationMaximumOneTimePerYear	PollutantConcentrationYearlyAverage
188	5	8	3	26	0.893333333	2014			
188	5	4	4	7	1.141025641	2014			
188	5	12	14	12	3.305555556	2014			
188	5	7	3	12	1	2014			
188	5	6	3	18	0.933333333	2014			
188	5	5	4	27	0.711111111	2014			
188	5	3	13	7	2.454545455	2014			
188	5	11	10	17	2.2	2014			
188	5	10	9	16	2.141025641	2014			
188	5	9	3	27	0.974358974	2014			
188	5	2	8	12	2.486111111	2014			
188	5	1	17	31	3.875	2014			
188	5	8	3	4	0.866666667	2015			
188	5	4	7	9	0.923076923	2015			
188	5	12	12	3	3.408333333	2015			
188	5	7	3	30	0.743589744	2015			
188	5	6	3	8	0.808038462	2015			
188	5	5	1	4	0.492753623	2015			
188	5	3	5	17	1.318181818	2015			
188	5	11	11	10	2.093333333	2015			
188	5	10	8	10	2	2015			
188	5	9	5	4	1.226666667	2015			
188	5	2	8	10	2.5	2015			
188	5	1	8	9	2.166666667	2015			
188	5	8	8	2	1.397435897	2016			
188	5	4	5	15	1.256410256	2016			
188	5	12	6	3	2.027777778	2016			
188	5	7	5	28	1.653333333	2016			
188	5	6	4	9	1.283333333	2016			
188	5	5	3	3	0.797101449	2016			
188	5	3	7	1	1.797101449	2016			
188	5	11	8	2	1.743589744	2016			
188	5	10	6	29	1.769230769	2016			
188	5	9	6	8	1.866666667	2016			
188	5	2	8	15	2.374666667	2016			
188	5	1	9	26	2	2016			
188	5	8	2	3	0.807692308	2017			
188	5	4	7	11	1.466666667	2017			
188	5	7	2	29	0.933333333	2017			
188	5	6	2	5	1.012820513	2017			
188	5	5	7	16	1.343055556	2017			
188	5	3	9	1	1.666666667	2017			
188	5	10	6	23	1.692307692	2017			
188	5	9	4	27	1.102666667	2017			
188	5	2	9	24	2.111111111	2017			
188	5	1	9	11	2.375362319	2017			
276	5	8	0.005	14	0.001846154	2008			
276	5	12	0.011	3	0.002388889	2008			
276	5	7	0.002	31	0.001214286	2008			
276	5	11	0.011	28	0.002413333	2008			
276	5	10	0.005	20	0.00176	2008			
276	5	9	0.003	30	0.001737705	2008			
276	5	8	0.012	14	0.002173333	2009			
276	5	4	0.005	13	0.00174359	2009			
276	5	12	0.01	7	0.00332	2009			
276	5	7	0.011	11	0.002987179	2009			
276	5	6	0.01	24	0.002833333	2009			
276	5	5	0.006	18	0.002072464	2009			
276	5	3	0.008	4	0.002238889	2009			
276	5	11	0.011	3	0.002833333	2009			
276	5	10	0.01	31	0.002246914	2009			
276	5	9	0.008	29	0.00174359	2009			
276	5	2	0.005	10	0.001902778	2009			
276	5	1	0.007	10	0.002101449	2009			
276	5	8	0.006	6	0.001426667	2010			
276	5	4	0.005	28	0.001410256	2010			
276	5	12	0.008	2	0.002893333	2010			
276	5	7	0.006	23	0.00124359	2010			
276	5	6	0.006	21	0.000952564	2010			
276	5	5	0.008	9	0.002797101	2010			
276	5	11	0.009	10	0.002253333	2010			
276	5	10	0.007	26	0.001564103	2010			
276	5	9	0.006	30	0.001320513	2010			
276	5	2	0.01	2	0.003652778	2010			
276	5	1	0.023	12	0.005276923	2010			
276	5	4	0.004	7	0.001051282	2011			
276	5	12	0.007	24	0.001493333	2011			
276	5	7	0.004	4	0.001026667	2011			
276	5	6	0.005	3	0.0015	2011			
276	5	5	0.005	30	0.001027778	2011			
276	5	3	0.005	4	0.001550725	2011			
276	5	11	0.007	30	0.001166667	2011			
276	5	10	0.005	19	0.000846154	2011			
276	5	9	0.004	29	0.000679487	2011			
276	5	2	0.006	12	0.001541667	2011			
276	5	1	0.008	29	0.002782609	2011			
276	5	8	0.007	22	0.001602564	2012			
276	5	4	0.003	10	0.000413333	2012			
276	5	12	0.011	5	0.003347826	2012			
276	5	7	0.007	2	0.001653333	2012			
276	5	6	0.007	1	0.003538462	2012			
276	5	5	0.007	30	0.001666667	2012			
276	5	3	0.006	1	0.001362319	2012			
276	5	11	0.009	10	0.002076923	2012			
276	5	10	0.007	31	0.001679487	2012			
276	5	9	0.008	11	0.002133333	2012			
276	5	2	0.007	18	0.002546667	2012			
276	5	1	0.007	12	0.001521739	2012			
276	5	8	0.006	7	0.001128205	2013			
276	5	4	0.006	27	0.000653846	2013			
276	5	12	0.01	7	0.002362319	2013			
276	5	7	0.008	25	0.001244872	2013			
276	5	6	0.007	25	0.001226667	2013			
276	5	5	0.004	17	0.000347222	2013			
276	5	3	0.005	29	0.000848485	2013			
276	5	11	0.01	21	0.002410256	2013			
276	5	10	0.008	19	0.001705128	2013			
276	5	9	0.005	27	0.00096	2013			
276	5	2	0.008	13	0.001930556	2013			
276	5	1	0.012	8	0.002458333	2013			
276	5	8	0.01	5	0.001533333	2014			
276	5	4	0.008	30	0.001615385	2014			
276	5	12	0.01	10	0.005180556	2014			
276	5	7	0.01	23	0.001615385	2014			
276	5	6	0.005	3	0.00108	2014			
276	5	5	0.011	5	0.001305556	2014			
276	5	3	0.005	6	0.000848485	2014			
276	5	11	0.009	1	0.002386667	2014			
276	5	10	0.009	3	0.002051282	2014			
276	5	9	0.007	1	0.001705128	2014			
276	5	2	0.004	15	0.000569444	2014			
276	5	1	0.007	20	0.001194444	2014			
276	5	8	0.007	27	0.002133333	2015			
276	5	4	0.011	8	0.001615385	2015			
276	5	12	0.009	25	0.003208333	2015			
276	5	7	0.007	3	0.001538462	2015			
276	5	6	0.005	27	0.001423077	2015			
276	5	5	0.009	20	0.002652174	2015			
276	5	3	0.013	25	0.002181818	2015			
276	5	11	0.008	28	0.00196	2015			
276	5	10	0.008	1	0.002111111	2015			
276	5	9	0.005	29	0.001426667	2015			
276	5	2	0.01	18	0.002805556	2015			
276	5	1	0.009	3	0.003458333	2015			
276	5	8	0.008	4	0.002	2016			
276	5	4	0.007	14	0.003846154	2016			
276	5	12	0.009	19	0.003138889	2016			
276	5	7	0.006	13	0.001306667	2016			
276	5	6	0.007	20	0.000823077	2016			
276	5	5	0.006	28	0.001101449	2016			
276	5	3	0.009	28	0.001507246	2016			
276	5	11	0.008	30	0.001397436	2016			
276	5	10	0.008	27	0.002923077	2016			
276	5	9	0.007	19	0.002826667	2016			
276	5	2	0.007	4	0.002413333	2016			
276	5	1	0.009	9	0.003	2016			
276	5	8	0.009	1	0.001589744	2017			
276	5	4	0.009	27	0.00336	2017			
276	5	7	0.01	5	0.001973333	2017			
276	5	6	0.012	1	0.002435897	2017			
276	5	5	0.014	17	0.004972222	2017			
276	5	3	0.012	9	0.005391304	2017			
276	5	10	0.008	3	0.002551282	2017			
276	5	9	0.008	16	0.004066667	2017			
276	5	2	0.009	1	0.003236111	2017			
276	5	1	0.009	4	0.002898551	2017			
230	5	8	0.033	9	0.013365385	2008			
230	5	12	0.021	13	0.009430556	2008			
230	5	7	0.053	30	0.03175	2008			
230	5	11	0.044	28	0.01616	2008			
230	5	10	0.036	3	0.01088	2008			
230	5	9	0.044	8	0.016934426	2008			
230	5	8	0.06	29	0.017146667	2009			
230	5	4	0.05	24	0.01975641	2009			
230	5	12	0.055	31	0.019853333	2009			
230	5	7	0.052	17	0.023730769	2009			
230	5	6	0.05	1	0.022589744	2009			
230	5	5	0.05	2	0.022362319	2009			
230	5	3	0.043	30	0.017902778	2009			
230	5	11	0.051	3	0.015833333	2009			
230	5	10	0.044	7	0.011493827	2009			
230	5	9	0.06	14	0.014564103	2009			
230	5	2	0.028	9	0.012236111	2009			
230	5	1	0.041	10	0.014492754	2009			
230	5	8	0.045	5	0.015586667	2010			
230	5	4	0.028	26	0.009025641	2010			
230	5	12	0.035	2	0.01396	2010			
230	5	7	0.055	15	0.018653846	2010			
230	5	6	0.043	28	0.017705128	2010			
230	5	5	0.052	19	0.011971014	2010			
230	5	11	0.04	5	0.012733333	2010			
230	5	10	0.04	2	0.013371795	2010			
230	5	9	0.04	1	0.015666667	2010			
230	5	2	0.029	3	0.014527778	2010			
230	5	1	0.031	6	0.012141538	2010			
230	5	4	0.049	22	0.015423077	2011			
230	5	12	0.02	22	0.007106667	2011			
230	5	7	0.031	1	0.010506667	2011			
230	5	6	0.037	28	0.025910256	2011			
230	5	5	0.04	20	0.021708333	2011			
230	5	3	0.031	26	0.009347826	2011			
230	5	11	0.031	5	0.00925641	2011			
230	5	10	0.026	26	0.005692308	2011			
230	5	9	0.032	23	0.011346154	2011			
230	5	2	0.019	11	0.008111111	2011			
230	5	1	0.035	10	0.012492754	2011			
230	5	8	0.024	3	0.011217949	2012			
230	5	4	0.018	27	0.00856	2012			
230	5	12	0.024	4	0.008086957	2012			
230	5	7	0.044	4	0.02092	2012			
230	5	6	0.054	23	0.032628205	2012			
230	5	5	0.046	25	0.034266667	2012			
230	5	3	0.02	3	0.00826087	2012			
230	5	11	0.03	3	0.009166667	2012			
230	5	10	0.03	17	0.012628205	2012			
230	5	9	0.031	29	0.008853333	2012			
230	5	2	0.028	17	0.011933333	2012			
230	5	1	0.03	14	0.009175362	2012			
230	5	8	0.03	3	0.014512821	2013			
230	5	4	0.032	22	0.011179487	2013			
230	5	12	0.018	27	0.006782609	2013			
230	5	7	0.03	31	0.011282051	2013			
230	5	6	0.028	13	0.01068	2013			
230	5	5	0.029	6	0.010958333	2013			
230	5	3	0.023	2	0.011712121	2013			
230	5	11	0.019	12	0.007858974	2013			
230	5	10	0.03	19	0.012128205	2013			
230	5	9	0.032	5	0.013213333	2013			
230	5	2	0.023	19	0.010208333	2013			
230	5	1	0.028	18	0.010402778	2013			
230	5	8	0.033	2	0.013346667	2014			
230	5	4	0.023	30	0.008717949	2014			
230	5	12	0.034	23	0.014027778	2014			
230	5	7	0.035	10	0.017320513	2014			
230	5	6	0.031	30	0.013106667	2014			
230	5	5	0.026	5	0.011194444	2014			
230	5	3	0.022	6	0.008333333	2014			
230	5	11	0.032	1	0.010173333	2014			
230	5	10	0.034	18	0.010987179	2014			
230	5	9	0.023	9	0.009230769	2014			
230	5	2	0.016	26	0.005847222	2014			
230	5	1	0.014	16	0.005444444	2014			
230	5	8	0.038	3	0.01844	2015			
230	5	4	0.034	1	0.018641026	2015			
230	5	12	0.034	3	0.020944444	2015			
230	5	7	0.037	20	0.016807692	2015			
230	5	6	0.037	20	0.015205128	2015			
230	5	5	0.034	8	0.016637681	2015			
230	5	11	0.033	28	0.016746667	2015			
230	5	10	0.033	7	0.015888889	2015			
230	5	9	0.038	2	0.017373333	2015			
230	5	2	0.03	13	0.012722222	2015			
230	5	1	0.03	9	0.014430556	2015			
230	5	8	0.033	29	0.014217949	2016			
230	5	4	0.029	26	0.013314103	2016			
230	5	12	0.033	2	0.012833333	2016			
230	5	7	0.039	30	0.01608	2016			
230	5	6	0.032	9	0.015653846	2016			
230	5	5	0.029	13	0.014289855	2016			
230	5	3	0.03	30	0.015231884	2016			
230	5	11	0.034	30	0.011450256	2016			
230	5	10	0.034	6	0.015653846	2016			
230	5	9	0.031	23	0.015253333	2016			
230	5	2	0.032	8	0.014786667	2016			
230	5	1	0.031	9	0.015666667	2016			
230	5	8	0.029	31	0.015835897	2017			
230	5	4	0.033	10	0.016133333	2017			
230	5	7	0.033	3	0.019466667	2017			
230	5	6	0.032	19	0.013620513	2017			
230	5	5	0.049	16	0.023541667	2017			
230	5	3	0.031	30	0.013376812	2017			
230	5	10	0.026	30	0.013448718	2017			
230	5	9	0.031	9	0.017986667	2017			
230	5	2	0.027	3	0.015583333	2017			
230	5	1	0.031	19	0.014217391	2017			
179	6	8	0.7	16	0.341333333	2007			
179	6	4	0.8	23	0.245333333	2007			
179	6	12	0.9	4	0.304347826	2007			
179	6	7	0.7	7	0.284615385	2007			
179	6	6	0.9	11	0.333333333	2007			
179	6	5	0.8	16	0.256	2007			
179	6	3	0.9	25	0.253333333	2007			
179	6	11	1	30	0.4	2007			
179	6	10	0.7	29	0.274358974	2007			
179	6	9	0.7	14	0.356410256	2007			
179	6	2	1.1	9	0.286111111	2007			
179	6	1	0.9	16	0.329333333	2007			
179	6	8	0.8	2	0.288	2008			
179	6	4	1.1	22	0.5	2008			
179	6	12	0.6	29	0.220833333	2008			
179	6	7	0.6	16	0.268831169	2008			
179	6	6	0.6	2	0.270666667	2008			
179	6	5	0.7	31	0.324	2008			
179	6	3	1.2	14	0.486111111	2008			
179	6	11	1	28	0.336986301	2008			
179	6	10	0.6	23	0.225	2008			
179	6	9	0.7	16	0.338767123	2008			
179	6	2	0.8	25	0.352	2008			
179	6	1	1	28	0.455555556	2008			
179	6	8	0.5	25	0.154666667	2009			
179	6	4	0.7	3	0.125	2009			
179	6	12	1.1	14	0.250666667	2009			
179	6	7	0.6	16	0.158974359	2009			
179	6	6	0.9	19	0.279487179	2009			
179	6	5	0.5	14	0.172463768	2009			
179	6	3	0.8	27	0.263888889	2009			
179	6	11	0.4	4	0.173333333	2009			
179	6	10	0.6	2	0.208641975	2009			
179	6	9	0.47	29	0.172179487	2009			
179	6	2	0.7	7	0.169014085	2009			
179	6	1	0.7	27	0.23880597	2009			
179	6	8	0.5	4	0.145333333	2010			
179	6	4	0.6	27	0.157692308	2010			
179	6	12	0.7	9	0.168	2010			
179	6	7	0.6	17	0.198717949	2010			
179	6	6	0.9	16	0.155072464	2010			
179	6	5	12	25	0.292898551	2010			
179	6	11	0.4	23	0.166666667	2010			
179	6	10	0.6	2	0.111538462	2010			
179	6	9	0.5	22	0.153846154	2010			
179	6	2	0.7	16	0.181944444	2010			
179	6	1	0.7	14	0.205970149	2010			
179	6	4	0.2	6	0.056410256	2011			
179	6	12	0.5	10	0.1	2011			
179	6	7	0.1	30	0.028	2011			
179	6	6	0.1	2	0.032051282	2011			
179	6	5	0.1	4	0.055555556	2011			
179	6	3	0.3	2	0.088405797	2011			
179	6	11	0.4	12	0.083333333	2011			
179	6	10	0.2	3	0.052564103	2011			
179	6	9	0.4	14	0.075641026	2011			
179	6	2	0.3	17	0.077777778	2011			
179	6	1	0.6	28	0.215942029	2011			
179	6	8	0.2	28	0.064102564	2012			
179	6	4	0.4	19	0.081333333	2012			
179	6	12	0.3	5	0.144927536	2012			
179	6	7	0.2	30	0.077333333	2012			
179	6	6	0.2	12	0.073076923	2012			
179	6	5	0.2	10	0.069333333	2012			
179	6	3	0.2	2	0.065217391	2012			
179	6	11	0.3	6	0.124358974	2012			
179	6	10	0.5	25	0.121794872	2012			
179	6	9	0.2	28	0.06	2012			
179	6	2	0.5	3	0.185333333	2012			
179	6	1	0.4	10	0.146376812	2012			
179	6	8	0.1	1	0.074358974	2013			
179	6	4	0.2	12	0.035897436	2013			
179	6	12	0.3	20	0.111594203	2013			
179	6	7	0.1	31	0.043589744	2013			
179	6	6	0.1	27	0.032	2013			
179	6	5	0.1	31	0.029166667	2013			
179	6	3	0.2	2	0.066666667	2013			
179	6	11	1	20	0.117948718	2013			
179	6	10	0.2	30	0.082051282	2013			
179	6	9	0.2	27	0.066666667	2013			
179	6	2	0.3	1	0.113888889	2013			
179	6	1	0.4	9	0.134722222	2013			
179	6	8	0.2	23	0.092	2014			
179	6	4	0.1	1	0.043589744	2014			
179	6	12	0.4	2	0.126388889	2014			
179	6	7	0.1	31	0.087179487	2014			
179	6	6	0.1	3	0.061333333	2014			
179	6	5	1	3	0.066666667	2014			
179	6	3	0.2	3	0.068181818	2014			
179	6	11	0.2	1	0.08	2014			
179	6	10	0.2	25	0.065384615	2014			
179	6	9	0.2	29	0.102564103	2014			
179	6	2	0.4	14	0.107222222	2014			
179	6	1	0.3	10	0.093055556	2014			
179	6	8	0.2	4	0.101333333	2015			
179	6	4	0.1	2	0.067948718	2015			
179	6	12	0.5	2	0.141666667	2015			
179	6	7	0.1	1	0.094871795	2015			
179	6	6	0.2	2	0.083333333	2015			
179	6	5	0.1	4	0.069565217	2015			
179	6	3	0.3	3	0.084848485	2015			
179	6	11	0.5	28	0.106666667	2015			
179	6	10	0.3	31	0.102469136	2015			
179	6	9	0.2	30	0.091025641	2015			
179	6	2	0.3	4	0.113888889	2015			
179	6	1	0.4	30	0.115277778	2015			
179	6	8	0.2	29	0.079487179	2016			
179	6	4	0.2	27	0.096153846	2016			
179	6	12	0.2	2	0.105555556	2016			
179	6	7	0.2	11	0.096	2016			
179	6	6	0.3	8	0.093589744	2016			
179	6	5	0.2	4	0.095652174	2016			
179	6	3	0.4	28	0.111594203	2016			
179	6	11	0.2	29	0.097435897	2016			
179	6	10	0.3	12	0.106410256	2016			
179	6	9	0.2	2	0.109333333	2016			
179	6	2	0.6	25	0.137333333	2016			
179	6	1	0.3	27	0.086976812	2016			
179	6	8	0.3	1	0.11025641	2017			
179	6	4	0.2	27	0.078666667	2017			
179	6	7	0.3	25	0.121333333	2017			
179	6	6	0.12	28	0.088794872	2017			
179	6	5	0.2	2	0.091111111	2017			
179	6	3	0.2	1	0.086956522	2017			
179	6	10	0.2	30	0.102564103	2017			
179	6	9	0.2	2	0.105066667	2017			
179	6	2	0.2	2	0.111111111	2017			
179	6	1	0.22	18	0.102028986	2017			
184	6	8	0.15	4	0.081733333	2007			
184	6	4	0.1	14	0.047466667	2007			
184	6	12	0.24	4	0.102318841	2007			
184	6	7	0.19	12	0.070512821	2007			
184	6	6	0.18	6	0.079615385	2007			
184	6	5	0.17	22	0.0704	2007			
184	6	3	0.16	16	0.054133333	2007			
184	6	11	0.28	26	0.114871795	2007			
184	6	10	0.19	31	0.093564103	2007			
184	6	9	0.25	11	0.109358974	2007			
184	6	2	0.17	5	0.063194444	2007			
184	6	1	0.19	31	0.102533333	2007			
184	6	8	0.19	25	0.085733333	2008			
184	6	4	0.26	2	0.101923077	2008			
184	6	12	0.21	13	0.100138889	2008			
184	6	7	0.19	2	0.063116883	2008			
184	6	6	0.17	7	0.0652	2008			
184	6	5	0.16	31	0.076133333	2008			
184	6	3	0.28	28	0.123333333	2008			
184	6	11	0.26	21	0.110273973	2008			
184	6	10	0.19	10	0.075972222	2008			
184	6	9	0.18	12	0.081369863	2008			
184	6	2	0.32	1	0.122533333	2008			
184	6	1	0.28	22	0.14375	2008			
184	6	8	0.18	17	0.073506667	2009			
184	6	4	0.15	21	0.076764706	2009			
184	6	12	0.29	30	0.084666667	2009			
184	6	7	0.19	11	0.07474359	2009			
184	6	6	0.14	11	0.065128205	2009			
184	6	5	0.19	29	0.088405797	2009			
184	6	3	0.24	12	0.098888889	2009			
184	6	11	0.19	4	0.079	2009			
184	6	10	0.23	1	0.073604938	2009			
184	6	9	0.19	30	0.066538462	2009			
184	6	2	0.21	19	0.09056338	2009			
184	6	1	0.27	6	0.158507463	2009			
184	6	8	0.16	27	0.070666667	2010			
184	6	4	0.18	22	0.093076923	2010			
184	6	12	0.23	10	0.1124	2010			
184	6	7	0.19	20	0.063461538	2010			
184	6	6	0.23	19	0.101014493	2010			
184	6	5	0.18	6	0.083913043	2010			
184	6	11	0.23	8	0.1044	2010			
184	6	10	0.21	28	0.073333333	2010			
184	6	9	0.12	4	0.053846154	2010			
184	6	2	0.26	18	0.098888889	2010			
184	6	1	0.22	29	0.090746269	2010			
184	6	4	0.2	8	0.076794872	2011			
184	6	12	0.18	14	0.0972	2011			
184	6	7	0.12	22	0.057066667	2011			
184	6	6	0.14	14	0.046410256	2011			
184	6	5	0.14	25	0.058888889	2011			
184	6	3	0.2	14	0.1	2011			
184	6	11	0.11	1	0.070897436	2011			
184	6	10	0.17	15	0.073846154	2011			
184	6	9	0.15	6	0.071025641	2011			
184	6	2	0.2	21	0.085833333	2011			
184	6	1	0.22	12	0.121449275	2011			
184	6	8	0.15	10	0.083205128	2012			
184	6	4	0.17	14	0.092533333	2012			
184	6	12	0.33	31	0.189565217	2012			
184	6	7	0.12	24	0.069333333	2012			
184	6	6	0.15	29	0.085384615	2012			
184	6	5	0.17	28	0.076533333	2012			
184	6	3	0.17	31	0.095217391	2012			
184	6	11	0.27	28	0.123974359	2012			
184	6	10	0.22	29	0.104230769	2012			
184	6	9	0.19	26	0.078666667	2012			
184	6	2	0.13	20	0.092533333	2012			
184	6	1	0.14	11	0.091304348	2012			
184	6	8	0.26	14	0.112051282	2013			
184	6	4	0.29	13	0.115128205	2013			
184	6	12	0.39	19	0.151304348	2013			
184	6	7	0.29	17	0.102435897	2013			
184	6	6	0.25	3	0.100666667	2013			
184	6	5	0.26	23	0.109861111	2013			
184	6	3	0.41	6	0.166818182	2013			
184	6	11	0.4	28	0.141025641	2013			
184	6	10	0.32	22	0.157307692	2013			
184	6	9	0.38	25	0.117866667	2013			
184	6	2	0.4	21	0.152083333	2013			
184	6	1	0.43	11	0.229305556	2013			
184	6	8	0.31	26	0.121066667	2014			
184	6	4	0.35	1	0.113333333	2014			
184	6	12	0.4	27	0.253194444	2014			
184	6	7	0.36	26	0.179358974	2014			
184	6	6	0.31	27	0.155333333	2014			
184	6	5	0.21	12	0.082916667	2014			
184	6	3	0.35	7	0.191515152	2014			
184	6	11	0.37	1	0.178933333	2014			
184	6	10	0.36	18	0.160128205	2014			
184	6	9	0.38	27	0.177948718	2014			
184	6	2	0.41	6	0.164722222	2014			
184	6	1	0.36	17	0.158472222	2014			
184	6	8	0.37	4	0.162	2015			
184	6	4	0.42	25	0.192179487	2015			
184	6	12	0.44	18	0.214861111	2015			
184	6	7	0.38	16	0.13474359	2015			
184	6	6	0.35	6	0.171153846	2015			
184	6	5	0.39	15	0.166956522	2015			
184	6	3	0.44	27	0.227727273	2015			
184	6	11	0.39	28	0.181466667	2015			
184	6	10	0.39	12	0.196666667	2015			
184	6	9	0.35	11	0.148205128	2015			
184	6	2	0.45	12	0.230694444	2015			
184	6	1	0.42	30	0.234861111	2015			
184	6	8	0.44	15	0.101410256	2016			
184	6	4	0.43	25	0.116705128	2016			
184	6	12	0.46	31	0.164305556	2016			
184	6	7	0.35	1	0.094266667	2016			
184	6	6	0.41	11	0.108461538	2016			
184	6	5	0.43	5	0.114927536	2016			
184	6	3	0.43	2	0.188405797	2016			
184	6	11	0.5	29	0.191282051	2016			
184	6	10	0.5	29	0.14	2016			
184	6	9	0.43	2	0.144666667	2016			
184	6	2	0.44	23	0.2328	2016			
184	6	1	0.44	29	0.246521739	2016			
184	6	8	0.43	15	0.120384615	2017			
184	6	4	0.5	1	0.137733333	2017			
184	6	7	0.21	11	0.067066667	2017			
184	6	6	0.46	2	0.107179487	2017			
184	6	5	0.42	11	0.094180556	2017			
184	6	3	0.5	25	0.101884058	2017			
184	6	10	0.43	2	0.121282051	2017			
184	6	9	0.43	9	0.134	2017			
184	6	2	0.46	4	0.139722222	2017			
184	6	1	0.46	31	0.141594203	2017			
187	6	8	0.037	25	0.01004	2007			
187	6	4	0.058	14	0.012493333	2007			
187	6	12	0.048	3	0.018782609	2007			
187	6	7	0.019	20	0.006782051	2007			
187	6	6	0.087	16	0.013897436	2007			
187	6	5	0.052	23	0.008413333	2007			
187	6	3	0.058	1	0.019893333	2007			
187	6	11	0.048	3	0.013089744	2007			
187	6	10	0.023	19	0.009230769	2007			
187	6	9	0.038	20	0.010423077	2007			
187	6	2	0.062	20	0.022041667	2007			
187	6	1	0.077	18	0.02184	2007			
187	6	8	0.039	21	0.009813333	2008			
187	6	4	0.033	30	0.012807692	2008			
187	6	12	0.056	13	0.015902778	2008			
187	6	7	0.035	16	0.012831169	2008			
187	6	6	0.029	27	0.011226667	2008			
187	6	5	0.027	19	0.01204	2008			
187	6	3	0.065	26	0.014236111	2008			
187	6	11	0.078	24	0.019191781	2008			
187	6	10	0.043	23	0.012583333	2008			
187	6	9	0.029	19	0.010246575	2008			
187	6	2	0.069	15	0.017613333	2008			
187	6	1	0.067	28	0.019291667	2008			
187	6	8	0.03	14	0.01004	2009			
187	6	4	0.025	4	0.010176471	2009			
187	6	12	0.066	28	0.021733333	2009			
187	6	7	0.036	30	0.014952564	2009			
187	6	6	0.034	19	0.012230769	2009			
187	6	5	0.08	27	0.011246377	2009			
187	6	3	0.058	30	0.020319444	2009			
187	6	11	0.029	4	0.010533333	2009			
187	6	10	0.033	13	0.010777778	2009			
187	6	9	0.022	24	0.009294872	2009			
187	6	2	0.064	18	0.01943662	2009			
187	6	1	0.097	22	0.019313433	2009			
187	6	8	0.036	4	0.007466667	2010			
187	6	4	0.06	3	0.010205128	2010			
187	6	12	0.06	6	0.022666667	2010			
187	6	7	0.03	30	0.010705128	2010			
187	6	6	0.069	30	0.01584058	2010			
187	6	5	0.024	29	0.010231884	2010			
187	6	11	0.052	10	0.013253333	2010			
187	6	10	0.054	28	0.015128205	2010			
187	6	9	0.024	3	0.007846154	2010			
187	6	2	0.104	17	0.024416667	2010			
187	6	1	0.069	21	0.021686567	2010			
187	6	4	0.045	8	0.006807692	2011			
187	6	12	0.031	27	0.011546667	2011			
187	6	7	0.027	19	0.00856	2011			
187	6	6	0.018	9	0.006769231	2011			
187	6	5	0.027	12	0.008555556	2011			
187	6	3	0.048	2	0.013202899	2011			
187	6	11	0.068	30	0.013166667	2011			
187	6	10	0.024	17	0.006628205	2011			
187	6	9	0.045	20	0.009371795	2011			
187	6	2	0.055	1	0.014194444	2011			
187	6	1	0.071	27	0.021057971	2011			
187	6	8	0.018	13	0.007807692	2012			
187	6	4	0.022	25	0.007226667	2012			
187	6	12	0.035	7	0.015492754	2012			
187	6	7	0.02	18	0.005933333	2012			
187	6	6	0.031	30	0.008128205	2012			
187	6	5	0.043	28	0.007773333	2012			
187	6	3	0.019	10	0.006869565	2012			
187	6	11	0.099	7	0.019435897	2012			
187	6	10	0.047	31	0.014269231	2012			
187	6	9	0.035	10	0.006186667	2012			
187	6	2	0.031	18	0.012826667	2012			
187	6	1	0.073	9	0.013043478	2012			
187	6	8	0.055	10	0.016717949	2013			
187	6	4	0.069	2	0.014217949	2013			
187	6	12	0.026	3	0.009971014	2013			
187	6	7	0.031	20	0.008230769	2013			
187	6	6	0.026	8	0.010853333	2013			
187	6	5	0.029	17	0.012027778	2013			
187	6	3	0.039	12	0.017333333	2013			
187	6	11	0.178	28	0.020051282	2013			
187	6	10	0.048	9	0.012230769	2013			
187	6	9	0.034	26	0.011093333	2013			
187	6	2	0.035	21	0.014791667	2013			
187	6	1	0.029	19	0.016347222	2013			
187	6	8	0.022	28	0.007786667	2014			
187	6	4	0.028	3	0.009948718	2014			
187	6	12	0.074	22	0.018861111	2014			
187	6	7	0.05	10	0.015064103	2014			
187	6	6	0.085	20	0.010226667	2014			
187	6	5	0.015	4	0.005972222	2014			
187	6	3	0.053	4	0.022151515	2014			
187	6	11	0.053	25	0.015026667	2014			
187	6	10	0.042	11	0.011641026	2014			
187	6	9	0.026	18	0.009833333	2014			
187	6	2	0.062	19	0.022805556	2014			
187	6	1	0.025	27	0.007	2014			
187	6	8	0.058	24	0.01164	2015			
187	6	4	0.032	6	0.008170513	2015			
187	6	12	0.048	2	0.011652778	2015			
187	6	7	0.12	18	0.014012821	2015			
187	6	6	0.041	3	0.007602564	2015			
187	6	5	0.043	15	0.013028986	2015			
187	6	3	0.044	26	0.013090909	2015			
187	6	11	0.044	28	0.01416	2015			
187	6	10	0.046	31	0.011728395	2015			
187	6	9	0.038	14	0.010589744	2015			
187	6	2	0.058	27	0.018986111	2015			
187	6	1	0.05	30	0.012875	2015			
187	6	8	0.035	20	0.009115385	2016			
187	6	4	0.057	12	0.015858974	2016			
187	6	12	0.055	2	0.013554167	2016			
187	6	7	0.045	5	0.011773333	2016			
187	6	6	0.04	25	0.014641026	2016			
187	6	5	0.03	5	0.014078261	2016			
187	6	3	0.053	28	0.014826087	2016			
187	6	11	0.072	17	0.014179487	2016			
187	6	10	0.049	29	0.016589744	2016			
187	6	9	0.078	26	0.014364	2016			
187	6	2	0.067	25	0.014426667	2016			
